                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    num misses                       |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        333 |        316 |        316 |        316 |        316 |        316 |        316
    miss rate                        |      5.93% |      5.96% |      5.89% |      5.91% |      5.96% |      5.11% |      5.81% |      5.87% |      5.20% |      5.96% |      5.96% |      5.95% |      5.68% |      5.49% |      5.83%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2838867 |    2838053 |    2840617 |    2839583 |    2838009 |    2868946 |    2842964 |    2841040 |    2876325 |    2837926 |    2837858 |    2838090 |    2846935 |    2853782 |    2842404
    num cache misses                 |    1747173 |    1736478 |    1727467 |    1718428 |    1732878 |    1679773 |    1714843 |    1713163 |    1665531 |    1711740 |    1716102 |    1718502 |    1707624 |    1693219 |    1707112
    miss rate                        |     61.54% |     61.19% |     60.81% |     60.52% |     61.06% |     58.55% |     60.32% |     60.30% |     57.90% |     60.32% |     60.47% |     60.55% |     59.98% |     59.33% |     60.06%
    mpki                             |      61.79 |      61.44 |      61.04 |      60.75 |      61.31 |      58.60 |      60.53 |      60.53 |      57.91 |      60.56 |      60.72 |      60.80 |      60.17 |      59.48 |      60.28
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15526466 |   15521000 |   15538263 |   15531301 |   15520704 |   15728922 |   15554055 |   15541106 |   15778139 |   15520150 |   15519688 |   15521254 |   15580769 |   15626859 |   15550278
    num cache misses                 |    7029476 |    7022719 |    7017218 |    6999681 |    7049120 |    7004291 |    7008964 |    7014006 |    6999368 |    7038699 |    7046529 |    7053350 |    7013434 |    6964999 |    7027125
    miss rate                        |     45.27% |     45.25% |     45.16% |     45.07% |     45.42% |     44.53% |     45.06% |     45.13% |     44.36% |     45.35% |     45.40% |     45.44% |     45.01% |     44.57% |     45.19%
    mpki                             |     248.61 |     248.46 |     247.97 |     247.47 |     249.40 |     244.35 |     247.42 |     247.81 |     243.37 |     249.04 |     249.32 |     249.54 |     247.13 |     244.65 |     248.12
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8777503 |    8760026 |    8745538 |    8718988 |    8782822 |    8684926 |    8724627 |    8728006 |    8665803 |    8751281 |    8763512 |    8772653 |    8721874 |    8659045 |    8735062
    num cache misses                 |    5348220 |    5349681 |    5350435 |    5346078 |    5352001 |    5267220 |    5350768 |    5346156 |    5259070 |    5361976 |    5368501 |    5367187 |    5327285 |    5294163 |    5346855
    miss rate                        |     60.93% |     61.07% |     61.18% |     61.32% |     60.94% |     60.65% |     61.33% |     61.25% |     60.69% |     61.27% |     61.26% |     61.18% |     61.08% |     61.14% |     61.21%
    mpki                             |     189.15 |     189.27 |     189.07 |     189.01 |     189.35 |     183.75 |     188.88 |     188.89 |     182.86 |     189.71 |     189.95 |     189.88 |     187.71 |     185.96 |     188.79
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5349098 |    5350534 |    5351312 |    5346981 |    5352852 |    5268108 |    5351614 |    5347017 |    5260002 |    5362842 |    5369405 |    5368010 |    5328122 |    5295013 |    5347710
    num cache misses                 |      35740 |      35793 |      35760 |      35795 |      35798 |      35876 |      35770 |      35788 |      36309 |      35863 |      35823 |      35877 |      35784 |      35792 |      35752
    miss rate                        |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.68% |      0.67% |      0.67% |      0.69% |      0.67% |      0.67% |      0.67% |      0.67% |      0.68% |      0.67%
    mpki                             |       1.26 |       1.27 |       1.26 |       1.27 |       1.27 |       1.25 |       1.26 |       1.26 |       1.26 |       1.27 |       1.27 |       1.27 |       1.26 |       1.26 |       1.26
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     683591 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.55 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.12 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      33271 |      33321 |      33299 |      33319 |      33318 |      33223 |      33263 |      33292 |      33485 |      33342 |      33317 |      33363 |      33192 |      33155 |      33252
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
