                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num accesses                     |     654839 |     655037 |     654940 |     661280 |     680639 |     654463 |     655682 |     657811 |     655059 |     655392 |     657716 |     658092 |     659130 |     657389 |     657737 |     664742
    num misses                       |         60 |         60 |         60 |         60 |         62 |         60 |         60 |         60 |         60 |         60 |         60 |         60 |         60 |         60 |         60 |         60
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3479373 |    3480997 |    3480214 |    3521370 |    3650237 |    3476400 |    3485391 |    3498635 |    3481191 |    3483953 |    3497874 |    3500961 |    3506496 |    3495250 |    3498036 |    3543982
    num misses                       |        101 |        101 |        101 |        101 |        107 |        101 |        101 |        101 |        101 |        101 |        101 |        101 |        101 |        101 |        101 |        101
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        161 |        161 |        161 |        161 |        169 |        161 |        161 |        161 |        161 |        161 |        161 |        161 |        161 |        161 |        161 |        161
    num misses                       |        146 |        146 |        146 |        146 |        147 |        146 |        146 |        146 |        146 |        146 |        146 |        146 |        146 |        146 |        146 |        146
    miss rate                        |     90.68% |     90.68% |     90.68% |     90.68% |     86.98% |     90.68% |     90.68% |     90.68% |     90.68% |     90.68% |     90.68% |     90.68% |     90.68% |     90.68% |     90.68% |     90.68%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     654839 |     655037 |     654940 |     661280 |     680639 |     654463 |     655682 |     657811 |     655059 |     655392 |     657716 |     658092 |     659130 |     657389 |     657737 |     664742
    num cache misses                 |     413278 |     413471 |     411132 |     406133 |     367956 |     409444 |     405737 |     407790 |     409938 |     405235 |     404867 |     406437 |     402345 |     406136 |     405807 |     397172
    miss rate                        |     63.11% |     63.12% |     62.77% |     61.42% |     54.06% |     62.56% |     61.88% |     61.99% |     62.58% |     61.83% |     61.56% |     61.76% |     61.04% |     61.78% |     61.70% |     59.75%
    mpki                             |      64.40 |      64.41 |      64.05 |      62.62 |      54.68 |      63.86 |      63.13 |      63.24 |      63.85 |      63.07 |      62.80 |      62.99 |      62.27 |      63.04 |      62.94 |      60.87
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3479373 |    3480997 |    3480214 |    3521370 |    3650237 |    3476400 |    3485391 |    3498635 |    3481191 |    3483953 |    3497874 |    3500961 |    3506496 |    3495250 |    3498036 |    3543982
    num cache misses                 |     969047 |     969292 |     969275 |     957336 |     937822 |     973354 |     970074 |     970254 |     972174 |     968856 |     967390 |     962385 |     961043 |     968915 |     966850 |     956569
    miss rate                        |     27.85% |     27.85% |     27.85% |     27.19% |     25.69% |     28.00% |     27.83% |     27.73% |     27.93% |     27.81% |     27.66% |     27.49% |     27.41% |     27.72% |     27.64% |     26.99%
    mpki                             |     151.01 |     150.98 |     151.01 |     147.60 |     139.37 |     151.81 |     150.93 |     150.46 |     151.43 |     150.80 |     150.05 |     149.15 |     148.75 |     150.39 |     149.96 |     146.61
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1382344 |    1382783 |    1380427 |    1363492 |    1305809 |    1382818 |    1375832 |    1378064 |    1382130 |    1374110 |    1372279 |    1368843 |    1363411 |    1375072 |    1372676 |    1353765
    num cache misses                 |    1280116 |    1279733 |    1280412 |    1260252 |    1209188 |    1283979 |    1279260 |    1276650 |    1282356 |    1278587 |    1274603 |    1269293 |    1266614 |    1275353 |    1272929 |    1253798
    miss rate                        |     92.60% |     92.55% |     92.75% |     92.43% |     92.60% |     92.85% |     92.98% |     92.64% |     92.78% |     93.05% |     92.88% |     92.73% |     92.90% |     92.75% |     92.73% |     92.62%
    mpki                             |     199.49 |     199.34 |     199.49 |     194.31 |     179.70 |     200.25 |     199.04 |     197.98 |     199.74 |     199.00 |     197.70 |     196.71 |     196.05 |     197.96 |     197.43 |     192.17
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1280136 |    1279753 |    1280432 |    1260277 |    1209220 |    1283999 |    1279281 |    1276673 |    1282376 |    1278606 |    1274625 |    1269315 |    1266637 |    1275375 |    1272949 |    1253832
    num cache misses                 |       4775 |       4785 |       4771 |       4768 |       4847 |       4754 |       4789 |       4743 |       4736 |       4754 |       4731 |       4772 |       4776 |       4743 |       4739 |       4768
    miss rate                        |      0.37% |      0.37% |      0.37% |      0.38% |      0.40% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.38% |      0.38% |      0.37% |      0.37% |      0.38%
    mpki                             |       0.74 |       0.75 |       0.74 |       0.74 |       0.72 |       0.74 |       0.75 |       0.74 |       0.74 |       0.74 |       0.73 |       0.74 |       0.74 |       0.74 |       0.74 |       0.73
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      78427 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      73.77 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      20.34 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       3096 |       3095 |       3082 |       3040 |       3067 |       3030 |       3045 |       3061 |       3027 |       3107 |       3034 |       3081 |       3098 |       3016 |       3025 |       3060
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
