                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15446150 |   15441892 |   15458084 |   15457599 |   15446983 |   15459216 |   15458460 |   15463128 |   15461940 |   15778135 |   15461994 |   15633490 |   15489564 |   15462860 |   15505259
    num misses                       |       4923 |       4902 |       4974 |       4972 |       4926 |       4980 |       4976 |       4996 |       4991 |       6344 |       4992 |       5722 |       5102 |       4995 |       5172
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.04% |      0.03% |      0.04% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.18 |       0.17 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.22 |       0.18 |       0.20 |       0.18 |       0.18 |       0.18
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4984 |       4963 |       5035 |       5033 |       4987 |       5041 |       5037 |       5057 |       5052 |       6407 |       5053 |       5783 |       5163 |       5056 |       5233
    num misses                       |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        333 |        316 |        316 |        316 |        316 |        316
    miss rate                        |      6.34% |      6.37% |      6.28% |      6.28% |      6.34% |      6.27% |      6.27% |      6.25% |      6.25% |      5.20% |      6.25% |      5.46% |      6.12% |      6.25% |      6.04%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2826931 |    2826299 |    2828704 |    2828634 |    2827055 |    2828874 |    2828760 |    2829454 |    2829277 |    2876325 |    2829285 |    2854768 |    2833382 |    2829414 |    2835716
    num cache misses                 |    1757600 |    1747620 |    1739181 |    1726877 |    1725982 |    1721704 |    1723340 |    1722241 |    1722801 |    1645811 |    1717516 |    1684128 |    1717603 |    1719929 |    1717585
    miss rate                        |     62.17% |     61.83% |     61.48% |     61.05% |     61.05% |     60.86% |     60.92% |     60.87% |     60.89% |     57.22% |     60.70% |     58.99% |     60.62% |     60.79% |     60.57%
    mpki                             |      62.50 |      62.16 |      61.80 |      61.36 |      61.37 |      61.17 |      61.23 |      61.17 |      61.20 |      57.23 |      61.01 |      59.13 |      60.90 |      61.09 |      60.83
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15446150 |   15441892 |   15458084 |   15457599 |   15446983 |   15459216 |   15458460 |   15463128 |   15461940 |   15778135 |   15461994 |   15633490 |   15489564 |   15462860 |   15505259
    num cache misses                 |    3943357 |    3940454 |    3934350 |    3925101 |    3939715 |    3934365 |    3933831 |    3941254 |    3939960 |    3932215 |    3943752 |    3932926 |    3943467 |    3949937 |    3937284
    miss rate                        |     25.53% |     25.52% |     25.45% |     25.39% |     25.50% |     25.45% |     25.45% |     25.49% |     25.48% |     24.92% |     25.51% |     25.16% |     25.46% |     25.54% |     25.39%
    mpki                             |     140.23 |     140.17 |     139.79 |     139.47 |     140.09 |     139.78 |     139.77 |     139.99 |     139.96 |     136.73 |     140.09 |     138.09 |     139.82 |     140.30 |     139.45
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5701781 |    5688921 |    5674344 |    5652845 |    5666569 |    5656910 |    5658051 |    5664334 |    5663639 |    5578970 |    5662139 |    5617910 |    5661911 |    5670744 |    5655705
    num cache misses                 |    5275894 |    5274308 |    5275169 |    5269108 |    5282162 |    5287875 |    5284789 |    5290664 |    5287525 |    5185341 |    5289636 |    5214204 |    5280655 |    5284211 |    5256083
    miss rate                        |     92.53% |     92.71% |     92.97% |     93.21% |     93.22% |     93.48% |     93.40% |     93.40% |     93.36% |     92.94% |     93.42% |     92.81% |     93.27% |     93.18% |     92.93%
    mpki                             |     187.61 |     187.61 |     187.43 |     187.23 |     187.83 |     187.87 |     187.77 |     187.92 |     187.82 |     180.30 |     187.90 |     183.07 |     187.23 |     187.69 |     186.16
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5276718 |    5275155 |    5275982 |    5269975 |    5283034 |    5288716 |    5285669 |    5291503 |    5288403 |    5186289 |    5290507 |    5215060 |    5281496 |    5285090 |    5256921
    num cache misses                 |      35641 |      35693 |      35665 |      35676 |      35681 |      35649 |      35620 |      35717 |      35701 |      36128 |      35627 |      35707 |      35652 |      35689 |      35691
    miss rate                        |      0.68% |      0.68% |      0.68% |      0.68% |      0.68% |      0.67% |      0.67% |      0.67% |      0.68% |      0.70% |      0.67% |      0.68% |      0.68% |      0.68% |      0.68%
    mpki                             |       1.27 |       1.27 |       1.27 |       1.27 |       1.27 |       1.27 |       1.27 |       1.27 |       1.27 |       1.26 |       1.27 |       1.25 |       1.26 |       1.27 |       1.26
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     680693 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.76 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.34 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      33181 |      33204 |      33159 |      33177 |      33198 |      33159 |      33147 |      33177 |      33166 |      33273 |      33190 |      33076 |      33169 |      33117 |      33137
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
